id,date,name,type,elapsed_time_seconds,moving_time_seconds,distance_meters,total_elevation_gain_meters,summary_polyline
7120096045,2022-05-10 12:10:35,LVRT,Run,3485,3041,6398.6 meter,24.2 meter,owntFr`drMcAHDA[QBGMQa@YGKYWUMYW]s@]Sm@m@c@U{@_ASK{AyA}@k@a@[MQ_@SSISQUO[[]K_@[c@Qa@YOC_@ScAIaA[i@Gw@c@y@WICS@SCYSg@?WEIC]YEMMGCBEEB@ECAEA@EEGFe@OCBOAWWcAs@e@o@_@_@q@}@Ua@k@k@qAyBi@}A_@w@K[MSMa@Yk@]{Ay@cCw@yA_@iAk@aAU{@Qi@Wc@k@sAq@aCq@oB[wAYiBmAoDS_BWkASmBMo@Gq@Q_AQqA]yAKu@U_Ac@gCg@uAuAmFIe@IgAUs@K_AYqAg@_DWgAQa@u@{DYgB]{AEWEu@MaASy@e@eAMc@Q_A@_@CAOUC[CT@TA@EC?ZDLV`@FV\fD`AhFXzBPl@Jj@Z~@j@zBNx@FbARvAFdAb@vATfBNb@~@|B`@~AXtAVxBZfAL`AJf@^nCd@dCHz@P|@RbBHTT`@DPB|ANl@Jz@Th@^rARh@FZdArDx@|Aj@z@T`Ar@~ALl@Z|@NVZZXt@TPHd@TTNT~@`CBJAXDLX^j@pAPVr@h@LNHVTPLb@LPPb@Z^^j@RN`@j@d@Tp@v@\F^ZRJx@Vd@Rf@JJHHNHF^Jx@FRHP@\Fl@RrBjAdAZj@XXRh@V\FJPLFTRLJH?NFPPZJTVLX\Xd@l@`@Xb@Lt@t@f@^HJ\PXRhBrBh@\fAX
7126050696,2022-05-11 12:51:02,LVRT,Run,2319,2222,6339.8 meter,24.2 meter,uzntFl~crMSFF?G?WSMCW[MYKOUQQGOQc@[S?MEO[o@o@GCWEQMq@_AeAm@aCgBg@Qu@k@c@USSQCQOSKu@k@_@Qy@SoAa@k@Yi@O}@G}@QmAk@QCs@_@s@Wu@k@Y[e@]}B_Ca@qA[a@Ue@y@sBe@{@}@uBYi@Ys@Uu@i@oAQg@c@y@eAkC]s@g@yAa@{@[}@UgAOa@]}AaAeCYoAGaASsAW_As@oE_@sAWqAs@eEMc@UgASuAo@yBG_@a@oAK{@UeAQ{Ao@cCKk@Im@{AaHGk@]iAm@{Cq@uD[sBI{@?g@Ke@Eg@EUAPCSGQ@EFFLfA@x@@??BLJFPBl@Nh@NtAZ`Bf@jBFp@n@vDJ^Pf@VnAVdAJl@dAxDd@bCRz@^nA`@rB|@bCj@|BN`Al@nCD|@XfALlAj@lD^tBd@lBXvAJ~@Xn@VhAp@fBR~@Jt@Td@RpANd@LXFZf@bA^f@b@rAj@fAhCrF\x@Tn@r@fBr@jAR^Xb@d@t@v@x@l@x@z@l@f@l@v@^RPHDr@Xj@Nj@\v@H`Bd@n@?^FtBj@^Nd@Tl@d@j@Vb@XXJ|@b@f@Z`@TTPVj@VXz@d@fCpBb@h@bAl@?DTJz@v@X`@H`@V`@h@h@`@X@F
7131767261,2022-05-12 12:52:24,LVRT,Run,4602,4313,11381.6 meter,73.0 meter,w}ntFh|crMKMg@SKUUSSGg@s@e@a@MEKWOE_As@aAgAqA{@Y[_A]cAk@k@mAi@SUWi@QYOUA_@Ku@?k@Mg@UkAQ{@Yy@e@cAWc@S_@Gw@g@eAg@eAiAs@_Am@i@E]EOS[k@k@MWe@qAYa@eAsBs@}BUc@Wy@k@iAMi@a@aAy@sCa@cBYs@[sAcAeCYcAWyA}@sFi@cEOw@WgBIkA]}AGi@O_AMqAa@}AOqAw@mDOyAc@iBUyAG_Ag@cBGiAk@yBg@oESgAE}@YiBA}@o@oEAaAE_AQqA[{AI{@KqCMm@BaEG_AO_ABsAEe@SqAQo@GcAUiAO]C]Oq@McAIoAG_@Ws@M_Ag@kA]mAOyBq@wBU{BI[c@mAk@}@]a@g@{@}@iAqCoC_@u@qAy@aA}@a@Yo@s@YUq@[iAWk@e@qAo@k@i@cAq@yBy@aAu@e@g@}@yAaB_CYg@e@i@s@gCqBgEsBkDcAiCQi@Ik@[k@Uq@e@oBg@}@_@oBa@{AAg@BEQ@ARQDItAF\FDBNM~ADh@Nz@H|@HZP^VbBf@hCRzAXnAF`@@f@t@jC`@n@rArCr@l@z@bBrAnAb@LdAf@~@TvAt@`ATx@`@d@H~Az@`AT`An@h@NpBbAjA|@Xb@p@d@~@fA\x@`@f@Rj@d@|@J\\r@d@~@z@tAn@|Af@xBVt@LpA`@rAJlAPhARdEVrAEp@@pDLvAJf@LtC`@pB?bANpBAh@@PAGCr@J\Nz@HlAR`ABf@^fBNh@EzA@\h@x@f@fB`@bAl@~Cb@|A~@zE\jAB^Ad@Fn@Z`A\tBPh@@d@LRBTP`@\~A\dATtBVt@TvCh@hBJx@Xr@Pt@ZxBXjAJz@J`@LrAv@zAV`Bd@x@Hp@VnA|@rBFTHp@X~@ZbBZ`@Tr@jBfDn@lBN|@HNz@dBZ^Rh@fAhBXv@T`@b@fAj@bAdAtA^XV\j@d@Zf@XL\\`Bh@l@f@|@`@r@PnBx@dBb@l@Jv@XvA`Ax@Zl@n@b@FjA^p@t@r@XNLbAdATb@XTVd@t@n@r@\lDhATb@h@p@FX?X
7149201398,2022-05-15 14:42:54,LVRT,Run,3557,3418,8728.4 meter,58.5 meter,cbrtFlh~qMK_@GEC?CDEA@YFg@HW?g@IQ@?CKCgBMm@@KFK?UOkAEq@S_ACYBq@Si@AKAs@?iAMgC_@qBKuAMa@QaBk@qCOo@Ug@I_@m@iBy@aAW}@q@cAO]U]o@m@m@}@mAmAc@i@o@e@o@_AcAWYQgBw@]Uy@s@aA_@kA}@u@a@g@a@c@o@aA{@g@q@a@[_@u@m@}@_@_@U_@Qq@i@cA_@mA]s@o@cB_@{@[eA]y@[g@ScAKu@Og@[a@KWBe@[_AQgAIU[sA]gAc@uBKIE[MYAa@Ks@U{@Ga@IWG][mAQuASSGKEe@@q@G{@SgAAeAGgAIk@I}@Kg@Ae@Ic@UeCC{@JkA@]AMIYKmA?iAMkFK{@Aa@EWMiBK_AKa@G_@[uEYsAG}@Ic@Wk@IYC]?KOgAGu@@g@GsBBq@Ma@Mc@ASM]g@gAAWCEQKAEKm@BWCOUc@e@m@a@a@Sk@IY[k@k@qBc@o@I]UYEQg@m@Uq@Yo@U_@M_@Wk@_@[OF?BAAm@m@e@]_@Mk@BIF?BPJj@h@J^@FEQ@TGh@BHA@@JBHRLLBBDDPVFDBBBBXXf@HJTLb@p@t@|@P^Zf@NXf@hBlAdBvApDTr@RRHLXfBH^Vh@Tp@DR@v@TdBf@xBDxANp@NpAFbAVzAD|AJdAJl@H|@JZBR?bCNbBHbBLp@VtB?vAD`APdBBl@F|@@bAJ`@DZCpAHz@?nAFf@?fBJ~@Ct@Nz@Db@^jAPdBLvBLf@Xd@JZFjBJf@Vv@Bf@J\H^Cv@BXJV\nAHr@VdAD^T^HVRnAhAnEFr@HXXx@dAhB`@Tl@j@rAb@lAv@J?NLFRJP\NPLz@`@^\p@Rf@Hd@P~@Nt@ThAf@`At@p@Pf@TNNNV|@d@n@n@~@r@^f@\\x@b@R^FNF`AZt@VVVj@NdAd@pBPjAj@lBV~A\dADpABRHXx@~ANn@PfAFf@FzB^fBD`ANrBBpAPtA@^MlAD~@LxAP|@Bp@Lb@TjB
7158725605,2022-05-17 12:37:45,LVRT,Walk,3607,3607,6252.0 meter,28.2 meter,m}ntF`}crMAQOKCIICG@?ECCOBGAE_@_@[WIM@QKMCEKc@_@S_@g@]g@g@a@i@WWe@Q}@o@YIKMa@O_@YWOYm@MIc@Sg@e@M?YHi@c@QAUMg@@]_@{@KGIMYo@Y[IKIIA[DKAMKKSGGMA[Be@[YAOSm@Cs@Yu@g@Y]Ye@QGi@g@[c@[w@i@k@o@_Ai@sBcA_Be@cBi@oASk@iA{BMe@a@m@I{@Yg@c@yA[g@_@}@GUYyAKW[_Ce@sB]eBEg@YiBi@uB[eDOw@o@kFUaAUk@ESgAeHSaAYcAWkCg@mBAUDIAIUq@IqAW{AGcCKoA_@iBIs@OoBYi@QmBUuAM_@MS?ECIw@_Ba@k@E?EGWK[a@KAB`@Kr@@j@JHPZBLCNEHCAARMXET@f@BRBHB`@DXX|@Ah@?rADl@F\JRDTVfDLj@V|@BJGX@RTlAJ~@NZFXN^Jh@Db@Hb@DLTZTj@Lj@Vp@Bl@Zx@Jn@Pn@R^HtAFTVh@FRRnA@f@BRFRT\Ft@LJJTNpAB`@Pt@Fp@Tn@JhANl@\`@JfAHb@JZZj@XbAj@|AJPLl@PZFTLPRl@Xj@H\H~@DLXPHJLn@b@~AXd@TTZv@l@`ALL\~@BTFJ\b@Hp@^~@B`@JR\f@Zz@p@v@Ln@PVL^PPPBRLT\RPP`@VNj@l@^JFHL\NPFBJAr@VX@v@XBDDTDDp@DXTz@Dt@`@RFz@LPJVBh@VNH^Dj@XVHb@Vn@HRNZ^Zf@`@VVDLFh@`@VHPNDLNN^N`@\TBj@r@NNJTRRRHNLRXp@Pn@ZPRHTXP
7160699737,2022-05-17 19:05:42,LVRT,Walk,5098,5098,7777.1 meter,38.6 meter,ebrtFbg~qMEEKc@EGAO@WDOFGBQG_@@m@A[Du@G_@Eo@DU?UQq@C]K[IiA@SCY@i@Cc@@k@[gAMeC@UWqABk@COCw@Y{@QqAQc@My@i@}Bs@iB[o@Y}@mBwCQc@Mi@_A}AY]}@g@i@i@o@c@k@y@k@Y_@Is@a@c@Mo@_@a@K[UqA]}@a@w@UWO]@OEw@Wg@]gAYQMSYq@]][QWk@e@q@}@k@a@]i@_@_@]s@Ko@O_@Qi@Ug@CQCq@Ge@Qc@Ki@Gk@SiAUk@Cg@S]I{@Sc@CYAe@c@uAE]Q{@C_@M]Cy@I]Qe@Gu@k@cCAUFa@?MKmAYq@Ic@Ci@D]EW?u@GYGOCa@Cy@F_@AOKeAK]AWDc@EwBGaA?SE_@Ao@G]AsBAWY_AC[?YD]A[G]A_@DYCq@EO?]M_ADg@A[QqAUmACk@E]?wAB]Ik@Om@?a@Es@GY@c@Oy@Ba@Cq@Ss@E_AE[m@eC?_@I]IQ?m@O_AQe@K}@Wo@Ma@@a@CWM]ADQCEFANDLRNBVJVDhAf@lACf@z@`CFt@Tp@D\LnBAr@Vn@Cn@HpBFh@FlAHb@Dr@DTA|@Rz@B\Aj@Ln@@hAEx@BNLZFd@@j@Eh@Dh@JVD\AtAH|@X`@Hl@MvBKj@@VTtANj@F^Bf@GX?RHt@JVBR@zB@h@JnAC`AF`A?ND\?`@Z`BDv@Rj@Bb@FTDXNl@`@t@Jz@J\BfA`@hDFRF^Lb@Fd@Rv@B`ANh@Ht@ZVBTCVB\Rf@V`@BN?^H`@Td@Lj@NXN`@l@z@Ld@r@p@Hf@DH|AxAf@Rb@Hx@f@l@H`@PlBf@`Ad@nBb@ZLXD`@Tj@BZLHRd@VZ`@^NdAr@n@x@f@PHL\ZTBPJd@x@RPL`@b@d@`@Th@dBXTl@v@Nn@Rb@Rv@Tn@Rz@Z\Rz@X\Nj@XZHf@@XNTPb@Ht@Ex@Dn@H^?^Rb@TjAIp@C|@DVHJ@hALp@Dh@FTS|@?RPl@?t@HtAEj@R|@CZDf@`@tB@z@GZ@^
7164943499,2022-05-18 13:04:09,LVRT,Run,5650,5451,14006.9 meter,79.7 meter,m|ntFb~crMOc@GDEC@QOQ]Wq@OYu@]g@qByAcAoA}AqAm@Wc@_@wAaA}@_@yBsAmBc@gAk@eBUSSmB]EGcA]wBqA_B{Au@_@k@o@Qo@g@_A[]i@qBaBwCUs@{@kBMk@[i@_AiCi@kBsA_DgAqDYq@Oo@{@qBq@mCo@eBe@{Ck@mBEm@a@oCg@aCUyAe@_Ck@qBy@mEW{Bi@yBWgBYmA_@sCg@eCa@kCa@gBIw@SeACm@Mc@Cg@]qAEe@_@yAGc@WiADHm@WEKEw@TgASaAE{ABwAGgBHaBKaCBu@C_AWgCEiAMu@YgC[}AIwA]gBGcAQeAWg@Q_A_@uAaAiCu@mAcAaCaAcBo@u@g@y@q@w@aAa@u@k@qA_@iBoA_DmCu@OeB_AgB[mAcA]@YKyBiBi@u@m@Ww@_ASc@SeA_@_@?Q]i@My@[sAU{CQcAQg@{AoIc@gBYgBEqAs@oFOiCOw@BqBE}@c@uDEqAKeBKs@?aAGwAE[]_ASaBEw@?wASeBKoBKo@CoCq@cISmA?eBWqACiAQo@QqBs@oBKmA]iBIUD@{@aAOISe@QO?EDDGJB^GT?p@BHNBNf@NPJBNZFlAJbAj@rANj@JhAA~@Nb@E^F\?zAH|ACv@Nt@Br@SdA?^DhAN~A?~BLdBEv@LlAIjADnBT~B?tBNpA?x@L~ABjCEfBPfB?ZFVV^DL`@jERf@Hb@d@zADlAr@`DRpCPd@^rBn@bCN|@V|@d@xAb@`A`@f@b@NZ\x@`Bd@j@xBnAtAhAlFfBp@Zb@ZpAd@dDnCrBxBl@^t@r@nAt@b@p@l@h@v@hAz@z@^p@f@b@`AlCPZH|@PZNbAt@~CNxADx@XnAZvEFvAGx@P`DMrB@|@JtAXjB^|Al@pA\dAZvBn@hCHtAjA|Er@nDj@lBFdAJ@RjA^p@p@tCLZF~@\nBH`ALb@LbA|@bDl@lCZlC\lB^bBXx@JrAVbAv@jBHnAX|AZv@j@fEX~@Fl@XzAX|@\h@p@fBl@hCRl@R\DXl@pAJ|ATx@jB~Et@zAj@fBf@|@hAvCTP^t@^Jn@|AnBbCx@l@pApAd@Rf@b@l@JxBx@|Ar@fAXvDrAfBv@~BjA\RfDnDvAbAtBpB|@n@
7180739307,2022-05-21 13:13:05,LVRT,Run,6359,6075,14057.4 meter,64.4 meter,uyntFp`drMFE@D{@o@W]k@i@[u@U?UUGWUOKSI?g@y@[G_BkAeAyAgAg@c@_AQE[Y_A]QWa@Sc@a@k@UkAQSF]Q}@Ms@WiBYmC{@kAo@{@Qi@]yCmD_@YSc@[COKkAgC_AsAm@yBe@q@u@uBw@aBaAgC[yAu@gAMi@e@q@WiBW{@M{@g@{BScBwAsF]aDcAsDg@sDm@}AU_C[aAa@kBSeBy@wDKy@i@_C]aAIcA[eA_AeGa@sA[u@Q{A]y@UmAYq@S{@KqAc@wCAeBQgAKmBEmCJiFw@gFEoCGu@@_BSu@MeAUiBKyAe@aCWs@K{@s@iA[_B_AmAc@oAo@o@Sa@gAsAcAmBoAgAw@gAaB{AaAm@wAw@qBy@g@O}@q@mC}AaBi@kAk@iCoB{AwB}@m@i@qA{@uAs@_BEq@a@q@Ow@[o@WwAGo@@g@YgAEw@Qc@[{CKi@Wo@Io@o@uB[kA_@oDg@eD]yAUq@Ec@_@_BD_ACURoEGm@@mAI{@NaCS_F?kAFq@Ms@Fs@@gAQaCYuABkAAc@Mm@I}B?_DIy@CqA_A_FWqB[sA}A}Ai@WF?Cl@LPI^B@?PZVNVPt@PZAn@H`A@pAVjBRf@?n@Jh@JvAAf@Hv@ArAFdCFnAJx@@`BH|ATfA\tGXlBAvAf@vCVz@J~@@vBHdACt@Jj@@rAT|BMh@@f@\lB^x@CdABb@TdBZtAHx@j@pC@`AdAbFbArDJ|@dApBVr@~AdBnD`ChCzBdBz@fAz@fAl@vAnAx@^~A~ApAj@dA`An@^jAxAb@ZZ^bAlBtAxAl@~ARz@z@fAlA`D\t@ZnBT`A^lE@rANv@?hAVjA@v@N`AD~@f@fCn@~EF~@AbAJtAGdCHlB~@`Il@zCNvAd@vBHbAf@rBRfBh@pAHpA`@rDRt@r@xALl@l@`B\~AFr@VbAXb@z@bCPXH`@Vb@`AvGp@~BVfBVv@ZdB^zDTl@@|@BVx@hB^bBb@t@FX|@fBx@rDn@nA`@rB`@t@Pt@jAvCnB`Eb@p@`AdATb@jBbBjBzA|Av@jAV`@RvHdBv@f@dAZvEvCnAbAt@b@jA~@r@x@nAx@lApAfC~A
7191452372,2022-05-23 13:48:50,LVRT,Run,3552,3380,8459.8 meter,25.6 meter,uvntFncdrMNJCALBDD@H`@P^f@D\HFJLVPVb@x@h@X^^X|@~@dAx@ZPrBdCTNb@N`@VvAnAx@rArAxA`@n@j@j@Zb@jAz@d@v@JJn@Xd@j@l@ZTN`AzAjAv@|ApAh@|@\Nh@h@H?HGH@JMTID?HFEQ[MMYa@c@_Ay@e@[a@k@YMa@YuBgBWQiAcAYOWUeAmA_@[mC{B[_@sAcAU[mAy@e@g@]UiAkAq@m@}@cAeB{A_@U_@]a@e@a@W}@{@]Sq@u@c@]sA_B]US[{BgBc@k@SGUO}@{@c@_@i@o@m@[w@o@oAeBm@YUSKYGc@IQOQOM]_@USKQUQoAk@k@a@QGo@IYIm@Ma@MoAe@s@o@qA]WOq@m@wAw@u@o@sAw@qAuAg@_Ak@{@Ui@s@{@Ue@_@g@Yi@qA}Cc@u@Wi@a@mAW}@a@y@U{@_@w@Os@Wq@U}@m@aBm@sB}@sBs@iB[eAYk@e@{C{@yCWyA_@aAMm@i@yAEa@AU[y@Gc@[u@Qo@a@cCWaA_@iDk@{Be@yCGSUQIO_@_B]u@g@yB[kBY}@]mBi@oAKa@SyAKKGSAi@RUD@A?HZ@j@Hj@PvBb@hCFp@Jb@Fj@X|ARjBp@|CBj@NrA`@zAZzAN`@Rp@Tj@Rz@Vh@TbAHr@v@lCDR?ZDd@ZhBNpANn@Jv@\dAXjCPlAf@dCp@nBHbAXt@T`@Z`ADf@BLXj@ZlAb@lADZX^XTv@~@@NAV@Jb@~@Db@d@dB|E`Ll@~@pBnDd@l@dBfBf@b@p@h@LCNHXb@fAp@r@VVDTJdAVt@Hf@XD@VAf@D|@XrAX~An@l@\tAb@X^P\RTHFDAXFLNN\TZbAv@z@hAt@d@r@n@JHPDRPRHFLVV
7223293911,2022-05-29 12:15:31,LVRT,Run,4250,4050,10606.2 meter,76.3 meter,ibrtFbj~qMCYHq@Gk@?e@MqDIi@C{AOkBAqACs@?k@DQ@WMeBAkAUqCm@qCG_ASgAOeB[sAi@}A_@q@m@uASY]OKKa@iA]e@w@{AUW_@UeAeAs@g@mCaDWScA[u@o@e@Wq@Uc@EcB{@e@OkAq@kAMsAw@g@y@]YeAuAa@mAi@k@_@kAk@aAc@wA]{AWUOYIm@Qi@G[Ci@c@aAKw@Oe@OcAOg@WkCi@oBI{@_@yAE_A_@kAQmBCy@QuAIkC?cBe@eIGkDQiAAeBk@}DKoAEsBIq@CaBS_CKm@CiAUoAa@mEc@mBQuAw@qCScB_@mBA_@]w@B@o@qBIe@Ug@]k@g@k@Qo@eB{C]]i@Ys@uAeCuCWSY_@m@]c@_@mAkAWi@i@q@cAs@KUq@g@BCUOS[]_@y@uAi@a@SY_@MEK?M_@m@a@KAI[g@Mc@Ue@i@w@ISc@sBGcASkAAg@Uq@Ic@Qg@Gq@Oo@KmA?UGSAk@BFGe@Am@QkADg@BBBMUGCp@D\LP@HE^Qf@?l@Kn@?Tl@pCLdA`@v@v@vCTlBHN\V\l@RP`A|At@vAp@^TbATRd@N|@l@fAhA`@ZfArARN~@`@NPPb@nD|C\h@BLRHj@h@j@dAh@p@`@NJTPnA`@d@VPJ@Rl@NPT?TKl@HHK\FNEZBh@KXF\Kv@LTLPIBDEFk@DYCk@BYAiBFQDGPR~@Ej@?RF`@Nd@@j@Jp@Bv@\nAJdATd@F`@DfAL~@CfAJdAJb@JjA^pBLjBRtAL\CT[`AFb@@^Ld@PfA@l@F`AEbA\rC@rBCxAPlBI~AHx@?pAFt@?f@FbAAt@I~@XdBDx@EpADb@A\Hv@Rp@PjAZpCb@dARrATj@Az@DTHLBf@Vp@^pC^v@RnANf@Dj@Ld@Lz@Z~@@p@FXHRRR\j@h@n@\r@Rh@PXf@d@f@^d@HrAv@j@R\T~@|@rCbAbBz@nAb@pD`C`CrAXXz@f@^f@`A|@`@f@v@jA\XRZx@vAf@fAz@rAH\f@fADb@ZhAZbCR`@Nj@HhA@~BCrAFfAb@`EVd@Hn@B`@XnAJt@L^Zl@HTJjAZfCL^
7228322161,2022-05-30 13:12:48,LVRT,Run,4004,3890,10277.4 meter,27.4 meter,g}qtFd`_rMBh@Jb@CLDr@BJNHHNJh@\lC\v@PjAPr@Bf@N~@Rf@Hj@Nb@Nv@Fz@Fd@v@`DF~@\nAJjAf@dBn@jBf@nAPzAd@hB\~@F^Bh@Hn@d@|BZfAn@`EPl@d@pADTB|@Jb@Xd@x@~C^h@Xn@TfALb@^~@`@x@X~@T\b@`Ab@n@Z|@j@jAjAlC`@t@X\h@~@zD|Ex@r@jAr@RZz@t@|A~@jAXnAf@dCv@l@XnBv@d@Xh@RVPTVVLXXf@Xl@r@tAlAlA~@r@`@tApA~BbDtBnBf@n@hAj@n@x@dCtBnBnAp@r@lC~B~@r@z@b@PTxApA~@bAJLLZJPd@TZV`AtAdA|@l@t@h@f@lAt@`@`@nA|@vBvBn@`@fArA~A`BjAn@rApAd@TVf@x@p@b@p@dB`Ar@p@b@n@`@DZIRHf@n@@CBBJPHTT^p@n@P`@|@^JPh@b@^`@`@Xz@dA`@z@pAhAx@z@|AtA|@bA`At@PFVTTJHJFARDBMFEQOWCu@w@{BiBk@u@aAm@k@q@c@Y{@aAmByAYc@aDcDm@e@\LBO[S_BqAm@q@[KQKm@k@c@Yo@w@kB}AMUQM{@eAc@]w@{@iA}@q@c@iAeAg@W_BiBuAqAu@e@Ya@a@]gAiAi@_@U[WQq@u@_@WgAiA{AmAi@[qAkA_B_BcA}@c@k@}B_Cc@[k@S[Wa@Sa@m@m@m@QC_@[Qc@KIe@IKIMc@c@_@QWg@YqAkAa@Q[Wg@y@WSa@O_@q@_@[c@S[[uAgASKe@c@eBmAo@]{@u@_Bo@e@I_@UcAOqAg@_@Iw@e@cAu@WCKIQEYSqAi@oAw@e@a@m@s@Wc@w@{@We@Mg@[u@[k@_@cA[g@G]EOa@o@_@y@W_@M[Ia@Q_@c@kAQYYqAYe@QQk@aAMk@[m@i@iBa@}@ScA]_AUkAQa@YcAi@mAQw@McAYqA[cASiA_@sA_@qB}AiG[oB}@gDYcBg@mBYwACm@]{BC_@Mo@SyAi@{CC]Um@Q{@c@iA
7238817358,2022-06-01 12:48:13,LVRT,Run,3246,3124,8638.3 meter,46.7 meter,kbrtFri~qMDs@BA@GDe@AIIKCCEBCCCUJeAGM?QGg@EaBEU?g@IaA?o@Ek@?}@D{@IwACuAJw@@c@AMSi@CMDeACOOYMg@UeCSaAAESSIQIiASeAk@}@a@y@S_ASYgAaAyAaCc@k@w@k@e@q@MKgBmA_@YgC_B_Bk@w@KiBk@s@m@UGa@Ge@Q}@So@]i@Ui@_@a@k@e@]u@_Aa@[gCwC[m@Uq@Kc@Ku@a@m@ScA_@{@CS?o@Ce@CMQa@E_@@g@Wu@MYKaAKm@IWO[QiBSw@McAWw@WcDSsAAw@Qw@Ag@Bc@?[SiAMqCAmBKq@IcAS{AO_C?eAKgBS}@G}@C_B@cBWyCCo@SgAA_BCSQ_@CWA]Dq@KkBOu@WkBBcAC[CgAC_@Om@Sc@IYUkAIOk@iBG[GkASs@SaAMc@_@e@Wq@Y]SKIKKW?]CK_@]OAOk@?WIi@GO[_@c@Q]w@IKYGa@[G?KECUIKEWUg@OGwAkAe@c@OUs@c@U[WUQ_@_@g@]i@_AcCFM@UDCH?FH@ECDDHC@@DKLBH@THZFABFF@V@f@^ZHpA`Ap@bAt@p@bAlATJn@^\d@LZD^@\Lf@HL^\L`@l@XPTPbARj@VlAZb@Tj@Vz@Vd@Tp@Zj@Lz@?r@Ll@Fx@Jr@CXLZBP?~@R`BBbCHz@FfBNvBM~D`@fDJzBA~@DdALz@BxALnAHnBFh@DlATnCDxAL|@Ij@ATFhBHhAQ~A@`@h@rBZpB\jAXj@Lz@d@fA^zATrCT|ADNVVFLJ`AL\V`@P^Pn@XxAFLfBhDZt@h@r@f@\d@R|@n@bCbCxBxAXNb@LnBrAhAXRLL\Zf@l@b@hAjAfAbAh@^r@v@r@p@vAbBPZRl@jBlCb@j@Tt@v@rA^fAdAhCv@nARn@BVNf@DZFPBvAAbAZx@A\@PPr@NhDXdD@h@Cn@@dAAZ
7249570964,2022-06-03 13:06:42,LVRT,Run,1485,1470,5007.3 meter,2.3 meter,}_rtFrt~qMHl@AnAJxAVx@NnATlAb@pAvAzFN`CCj@?p@Lp@h@fAXvA\tAX^HNHx@Jd@RnAPd@Jb@NjANv@Fh@l@`BHXFp@\vA^~BBN?b@HbALZFVb@~@`@tCLn@JvAVt@DVLvADL^h@VxAH\N^X|AL\p@|AXd@NZr@dCz@nB|@rC`CjF`@p@z@jB`AbBtBpCv@t@b@j@PNf@XZTn@TRHPPd@RjAZn@ZzBt@xAj@fDvB`@f@NJXPp@R\Rl@l@`Ap@Z\|@l@dAhAj@r@lBv@L@d@VLLV\`@^V^d@f@\d@z@`Al@f@PVVZV`@hA|@vA`AvAjAn@b@zAvAh@^b@\r@`@V\dBtAx@fAjAv@Xd@x@t@j@t@\R`@b@x@p@z@|@t@l@f@f@RL`AbAjAv@p@t@f@^Vd@\Z^ZPF^RNNpAz@l@f@ZPlAx@`AbAvAbAr@z@ZTfA~@f@j@TPTJ\Z|A|@f@`@f@n@~@j@l@f@f@Z\V
7249571334,2022-06-03 13:33:07,LVRT,Run,2046,1956,4957.1 meter,28.1 meter,_dltF~ofrMKMIYUO[Mi@]WYm@a@]_@QGKIkAoAIAGI?MIQCQYKSOe@q@e@_@e@o@y@{@]c@SKw@u@w@_@qAaAe@WuAoAmAy@y@s@g@]aAaA_CoBuAuAg@_@sByBOISWsBaBiBuBw@m@aAsAiBuBuAiAaAaAi@o@OUKCOYa@c@GEYCKGMUGOSKo@m@W]MGuAeBs@k@a@e@WQs@w@c@m@o@k@WY}AoAe@k@i@i@iA}@k@s@wAm@o@c@OWQKQSYQo@Um@Kg@ScB[MEw@_@m@QWQOESS_AQ{@a@q@e@u@c@q@w@a@[BDuAeBAHC?_@m@e@[k@w@GK?KWc@SWQO{@m@]c@[u@q@{@q@q@e@eAg@u@Ke@kAcCU{@_@{@iAcD]q@e@iBe@sAm@uBSiAUm@S{Aq@oCE[Yu@YcAMs@_@{@KWQ_Aa@aBc@uBEg@a@}BOmA[aA]wAe@s@YcB[cAu@{CMqAmA}FOaAW}@CYQ]EME}@QoAS_AGc@Co@MiA_AyCIu@_@iAAc@
